,time,high,low,open,volumefrom,volumeto,close
199,1543017600,4432.0,3741.2,4343.42,123090.79,503028289.39,3854.11
200,1543104000,4165.93,3550.04,3854.11,213926.98,819869496.19,4004.15
201,1543190400,4124.7,3598.81,4004.46,185985.76,715341714.72,3784.59
202,1543276800,3878.9,3613.11,3784.77,147999.31,555212127.53,3822.99
203,1543363200,4398.57,3822.94,3822.99,175435.76,726808596.57,4263.55
204,1543449600,4444.39,4130.68,4263.52,112103.36,479575430.64,4286.69
205,1543536000,4331.07,3916.3,4286.85,121993.57,497762735.43,4009.67
206,1543622400,4309.65,3942.62,4009.67,67774.58,280927570.31,4197.46
207,1543708800,4318.79,4077.67,4197.7,62748.83,262154694.41,4143.86
208,1543795200,4159.01,3795.18,4143.86,107400.61,423985399.83,3871.41
209,1543881600,4082.68,3770.92,3871.41,94655.27,373361232.89,3948.44
210,1543968000,3961.8,3719.19,3948.44,83811.55,320944415.67,3737.53
211,1544054400,3883.43,3467.92,3737.53,159523.77,590923562.42,3485.18
212,1544140800,3576.11,3248.0,3485.18,206088.47,699930576.16,3420.57
213,1544227200,3602.49,3295.21,3420.57,104091.14,357548590.53,3461.07
214,1544313600,3718.58,3436.5,3461.07,83347.79,295321498.63,3592.84
215,1544400000,3645.49,3416.77,3592.84,81855.33,287119758.11,3467.16
216,1544486400,3483.58,3348.98,3467.16,67519.71,230671778.42,3401.02
217,1544572800,3545.37,3380.48,3401.02,74415.95,257293632.74,3485.59
218,1544659200,3493.76,3272.81,3485.59,84592.04,286236674.73,3305.11
219,1544745600,3333.24,3180.97,3305.11,89133.43,290985461.02,3235.48
220,1544832000,3271.76,3169.53,3235.48,51317.37,165378769.6,3232.51
221,1544918400,3319.83,3227.4,3232.51,45102.51,148182655.41,3255.37
222,1545004800,3639.65,3239.06,3255.37,119831.24,412454521.38,3548.19
223,1545091200,3727.99,3481.46,3548.19,91609.53,327807644.75,3715.85
224,1545177600,3969.7,3693.57,3715.85,163016.15,620695447.39,3736.54
225,1545264000,4225.52,3712.82,3736.54,180025.9,724855205.51,4137.66
226,1545350400,4247.71,3831.2,4137.66,128508.13,516656937.13,3898.81
227,1545436800,4060.34,3849.23,3898.81,63672.55,250085915.72,4045.24
228,1545523200,4117.65,3972.39,4045.24,58294.45,235997621.23,4007.63
229,1545609600,4303.37,4006.6,4007.63,109869.44,459290147.24,4081.95
230,1545696000,4094.61,3734.85,4081.95,95683.55,367200910.64,3834.73
231,1545782400,3923.93,3746.86,3834.73,68965.06,263439573.84,3848.78
232,1545868800,3888.92,3622.39,3848.78,81652.77,305729129.14,3646.09
233,1545955200,4007.71,3628.43,3646.09,92882.41,353705007.17,3947.86
234,1546041600,4004.14,3774.38,3947.86,54702.16,214891355.42,3797.06
235,1546128000,3925.18,3760.8,3797.06,49797.04,191958416.81,3896.21
236,1546214400,3904.28,3701.48,3896.21,54221.49,206190463.74,3747.39
237,1546300800,3938.75,3696.94,3747.39,45104.29,170598307.96,3880.15
238,1546387200,3989.59,3826.29,3880.15,54034.73,210854603.84,3961.01
239,1546473600,3965.52,3778.76,3961.01,45585.19,176488072.06,3835.86
240,1546560000,3901.65,3783.88,3835.86,44398.9,170507611.15,3874.06
241,1546646400,3926.92,3841.13,3874.06,35766.65,139438510.18,3855.39
242,1546732800,4145.16,3829.09,3855.39,58878.99,236298043.75,4102.85
243,1546819200,4132.62,4001.35,4102.85,51541.23,209289368.14,4050.4
244,1546905600,4156.16,3990.34,4050.4,65973.5,268091045.44,4040.75
245,1546992000,4092.91,4013.0,4040.75,55130.13,223639028.92,4048.34
246,1547078400,4085.09,3631.07,4048.34,108277.01,412522198.13,3668.15
247,1547164800,3729.69,3616.41,3668.15,63070.18,231465488.1,3669.2
248,1547251200,3692.12,3611.2,3669.2,28343.28,103912541.38,3664.38
249,1547337600,3675.2,3528.24,3664.38,45682.73,164125048.97,3551.24
250,1547424000,3748.88,3544.53,3551.24,56099.99,204793029.92,3703.9
251,1547510400,3724.3,3590.49,3703.9,54154.65,198582447.53,3621.24
252,1547596800,3704.37,3611.38,3621.24,53843.55,196211595.54,3643.99
253,1547683200,3695.28,3586.92,3643.99,46181.32,168287506.1,3685.3
254,1547769600,3685.39,3620.44,3685.3,32418.99,118317804.97,3648.05
255,1547856000,3799.62,3643.01,3648.05,38341.35,143238228.4,3729.78
256,1547942400,3754.65,3529.25,3729.78,49198.37,177628515.93,3567.73
257,1548028800,3599.83,3535.19,3567.73,36101.4,129000924.6,3571.92
258,1548115200,3635.69,3473.77,3571.92,53586.91,191355241.84,3602.04
259,1548201600,3631.15,3543.96,3602.04,37910.4,135864247.56,3572.05
260,1548288000,3616.33,3546.5,3572.05,31630.57,113155246.95,3598.52
261,1548374400,3607.43,3539.41,3598.52,32679.69,116674680.78,3582.89
262,1548460800,3676.4,3578.62,3582.89,29201.1,105927045.55,3596.5
263,1548547200,3605.99,3511.29,3596.5,26261.48,93766117.67,3565.08
264,1548633600,3567.56,3402.56,3565.08,59700.11,206309738.62,3453.42
265,1548720000,3463.2,3369.19,3453.42,46304.1,158106687.0,3418.25
266,1548806400,3488.91,3395.94,3418.25,42399.63,146422486.1,3467.21
267,1548892800,3499.78,3422.83,3467.21,37365.7,128773893.15,3434.13
268,1548979200,3478.55,3398.96,3434.13,41976.43,144476056.44,3461.63
269,1549065600,3519.14,3441.21,3461.63,27103.48,94144187.11,3508.68
270,1549152000,3514.43,3424.42,3508.68,23044.88,79591219.11,3449.62
271,1549238400,3470.8,3429.21,3449.62,23959.61,82280894.52,3431.24
272,1549324800,3447.88,3415.67,3431.24,24459.49,84042727.18,3447.66
273,1549411200,3459.33,3362.24,3447.66,44281.79,150408587.85,3394.89
274,1549497600,3406.54,3369.1,3394.89,28811.35,97390901.92,3375.33
275,1549584000,3735.1,3363.32,3375.33,89444.22,317023029.42,3660.03
276,1549670400,3673.71,3616.11,3660.03,25880.75,94200588.34,3652.26
277,1549756800,3689.32,3611.46,3652.26,30046.26,109365095.98,3685.14
278,1549843200,3688.59,3608.18,3685.14,40461.58,146354074.39,3611.34
279,1549929600,3648.67,3574.22,3611.34,45717.05,164816438.53,3617.41
280,1550016000,3655.89,3590.01,3617.41,40664.15,146822348.57,3605.87
281,1550102400,3619.7,3567.39,3605.87,32779.35,117804856.32,3588.72
282,1550188800,3640.65,3575.95,3588.72,36251.38,130398989.33,3593.49
283,1550275200,3639.75,3592.04,3593.49,24003.59,86973822.79,3617.24
284,1550361600,3706.17,3608.18,3617.24,36849.32,134218331.16,3670.92
285,1550448000,3952.44,3661.42,3670.92,98728.99,376203280.43,3912.57
286,1550534400,4010.91,3882.52,3912.57,74127.62,292137057.43,3924.24
287,1550620800,3992.31,3898.91,3924.24,53048.95,209282292.49,3974.05
288,1550707200,4026.54,3900.28,3974.05,47433.87,187314178.85,3937.04
289,1550793600,3996.15,3917.66,3937.04,43006.55,170405341.81,3983.53
290,1550880000,4192.39,3948.48,3983.53,57002.5,231174632.28,4149.09
291,1550966400,4221.62,3755.38,4149.09,80391.72,319071544.94,3771.62
292,1551052800,3885.06,3771.53,3771.62,48406.42,185036583.31,3845.51
293,1551139200,3852.66,3791.9,3845.51,33253.08,126868886.89,3817.88
294,1551225600,3851.84,3699.53,3817.88,46011.1,175069054.72,3830.72
295,1551312000,3909.86,3798.0,3830.72,44353.45,170646670.66,3823.37
296,1551398400,3866.12,3822.67,3823.37,26522.34,101774924.71,3831.48
297,1551484800,3846.38,3790.74,3831.48,19283.71,73894412.97,3842.94
298,1551571200,3853.28,3788.04,3842.94,16769.86,64065044.79,3812.31
299,1551657600,3831.01,3705.14,3812.31,39278.22,147245676.28,3731.28
300,1551744000,3893.52,3720.49,3731.28,43262.3,165062256.27,3874.18
301,1551830400,3916.29,3839.39,3874.18,33536.95,129520549.49,3874.98
302,1551916800,3911.76,3853.2,3874.98,37619.38,146201726.67,3882.61
303,1552003200,3932.02,3804.98,3882.61,39428.25,153405087.61,3868.02
304,1552089600,3975.25,3860.66,3868.02,27600.01,108370246.04,3947.74
305,1552176000,3948.21,3897.82,3947.74,17404.16,68252920.53,3929.84
306,1552262400,3941.99,3849.45,3929.84,32708.55,126998648.6,3874.89
307,1552348800,3904.7,3827.23,3874.89,33655.37,130291591.54,3888.57
308,1552435200,3898.25,3853.06,3888.57,27922.69,108286926.77,3878.44
309,1552521600,3922.21,3825.03,3878.44,34554.38,133931876.12,3881.44
310,1552608000,3935.1,3876.17,3881.44,32133.02,125588541.02,3927.08
311,1552694400,4069.11,3924.98,3927.08,41319.81,166216280.52,4027.01
312,1552780800,4030.38,3970.97,4027.01,17033.6,68146133.16,3998.0
313,1552867200,4038.99,3964.31,3998.0,27416.92,109428478.54,3988.85
314,1552953600,4032.04,3972.47,3988.85,29686.2,118919147.36,4024.14
315,1553040000,4064.95,3995.49,4024.14,36862.09,148490744.9,4056.75
316,1553126400,4082.29,3953.53,4056.75,44251.52,178077036.22,3996.93
317,1553212800,4018.21,3984.0,3996.93,22671.75,90726555.79,4000.84
318,1553299200,4019.36,3982.47,4000.84,18486.22,74094017.72,4007.21
319,1553385600,4010.3,3970.35,4007.21,16111.98,64375076.75,3994.11
320,1553472000,4005.29,3887.68,3994.11,34191.84,136398998.18,3924.55
321,1553558400,3943.2,3902.52,3924.55,23873.14,93805733.55,3942.22
322,1553644800,4054.32,3932.79,3942.22,37132.4,149005782.26,4045.98
323,1553731200,4046.44,4014.69,4045.98,25343.13,102296341.19,4036.45
324,1553817600,4122.89,4031.22,4036.45,41843.31,170915132.77,4111.38
325,1553904000,4146.88,4066.87,4111.38,24906.26,102400533.82,4118.13
326,1553990400,4129.43,4098.79,4118.13,13792.73,56727425.19,4112.69
327,1554076800,4164.33,4082.2,4112.69,36921.55,152826759.02,4151.32
328,1554163200,5104.42,4147.7,4151.32,172473.31,814748125.73,4906.93
329,1554249600,5335.7,4831.59,4906.93,159843.43,809158339.99,4976.59
330,1554336000,5071.98,4799.77,4976.59,74544.88,370109007.61,4913.36
331,1554422400,5074.13,4897.61,4913.36,56130.82,280722247.3,5047.23
332,1554508800,5240.19,4938.0,5047.23,54180.91,275839573.8,5057.25
333,1554595200,5266.04,5044.28,5057.25,47200.43,243329883.48,5201.16
334,1554681600,5347.88,5141.23,5201.16,69803.56,366577921.18,5294.09
335,1554768000,5294.09,5159.13,5294.09,48552.25,253577595.39,5201.3
336,1554854400,5460.94,5178.61,5201.3,65813.81,349643837.46,5318.6
337,1554940800,5343.66,4987.65,5318.6,69622.86,356811374.12,5048.56
338,1555027200,5118.61,4927.62,5048.56,43762.94,220667543.59,5081.5
339,1555113600,5128.96,5056.19,5081.5,23342.24,118956124.9,5080.66
340,1555200000,5186.82,5031.2,5080.66,21193.03,108148233.81,5165.59
341,1555286400,5195.31,4969.31,5165.59,40402.46,205867031.18,5037.27
342,1555372800,5232.03,5029.16,5037.27,40370.0,207311534.31,5212.81
343,1555459200,5270.76,5190.81,5212.81,37225.68,194699629.15,5236.26
344,1555545600,5317.78,5232.99,5236.26,35511.12,187312150.44,5289.75
345,1555632000,5353.01,5212.18,5289.75,30109.97,158699049.55,5295.53
346,1555718400,5366.6,5274.45,5295.53,23214.49,123577001.56,5326.18
347,1555804800,5348.59,5232.77,5326.18,25466.81,134681237.4,5305.74
348,1555891200,5444.76,5265.73,5305.74,45346.65,242498187.66,5394.67
349,1555977600,5626.83,5371.31,5394.67,66448.85,368556751.66,5539.1
350,1556064000,5633.0,5390.98,5539.1,61651.16,339093001.24,5454.58
351,1556150400,5521.61,5031.69,5454.58,70755.72,374798664.87,5162.67
352,1556236800,5361.94,5104.18,5162.67,70191.21,366773360.18,5234.09
353,1556323200,5282.97,5192.45,5234.09,21692.98,113430273.96,5229.48
354,1556409600,5313.7,5218.42,5233.47,25294.87,133564683.52,5272.45
355,1556496000,5299.51,5162.81,5272.45,31947.44,167206787.27,5237.96
356,1556582400,5372.23,5224.64,5237.96,32567.46,172540196.26,5350.64
357,1556668800,5417.17,5346.7,5350.64,27410.57,147345369.73,5389.54
358,1556755200,5531.15,5387.29,5389.54,35089.37,192256639.91,5500.72
359,1556841600,5891.9,5484.78,5500.72,75434.86,432335283.61,5753.38
360,1556928000,5901.36,5596.15,5753.38,45628.34,263390273.68,5840.08
361,1557014400,5849.5,5709.74,5840.08,25481.48,147662500.76,5794.14
362,1557100800,5823.67,5644.15,5794.14,34979.71,200316185.51,5748.17
363,1557187200,6031.54,5748.17,5748.17,59556.89,353043890.95,5819.57
364,1557273600,6032.25,5753.08,5819.57,40967.62,241917027.36,5998.71
365,1557360000,6194.91,5988.65,5998.71,51005.27,310336580.16,6171.96
366,1557446400,6444.57,6133.21,6171.96,68160.13,430403405.14,6358.29
